id,address_key,line1,line2,city,province_name,province_code,postal_code,country_code,created_at
654,1650,Calle 8463,,Mar del Plata,Buenos Aires,BA,2971,AR,2025-06-03 19:17:01
655,1651,Calle 5192,,Villa Carlos Paz,Córdoba,CBA,2487,AR,2025-07-01 10:58:53
656,1652,Calle 8336,,La Plata,Buenos Aires,BA,1118,AR,2024-12-16 08:30:46
657,1653,Calle 1640,Piso 6 Dto B,Santa Fe,Santa Fe,SF,2069,AR,2025-03-10 10:14:36
658,1654,Calle 4927,,San Rafael,Mendoza,MZA,7384,AR,2025-05-07 05:37:44
659,1655,Calle 5297,,La Plata,Buenos Aires,BA,3905,AR,2025-09-29 01:02:24
660,1656,Calle 2552,Piso 3 Dto C,Mar del Plata,Buenos Aires,BA,1638,AR,2023-08-09 01:00:36
661,1657,Calle 4802,Piso 6 Dto C,Córdoba,Córdoba,CBA,3580,AR,2025-02-15 06:22:06
662,1658,Calle 2481,,Mar del Plata,Buenos Aires,BA,6981,AR,2023-10-22 22:24:48
663,1659,Calle 8152,Piso 4 Dto B,Rosario,Santa Fe,SF,7114,AR,2024-06-20 22:40:37
664,1660,Calle 424,Piso 6 Dto A,Córdoba,Córdoba,CBA,1560,AR,2023-12-16 05:24:55
665,1661,Calle 8839,,Mendoza,Mendoza,MZA,3591,AR,2023-10-08 12:34:01
666,1662,Calle 1510,,CABA,Buenos Aires,BA,8793,AR,2025-04-26 11:19:44
667,1663,Calle 7216,,San Rafael,Mendoza,MZA,6102,AR,2025-05-14 19:38:36
668,1664,Calle 2101,Piso 6 Dto C,La Plata,Buenos Aires,BA,2579,AR,2025-05-17 05:17:47
669,1665,Calle 3216,,Mar del Plata,Buenos Aires,BA,3336,AR,2024-04-20 09:10:55
670,1666,Calle 1554,Piso 12 Dto B,Río Cuarto,Córdoba,CBA,2724,AR,2024-05-28 00:25:42
671,1667,Calle 4934,Piso 6 Dto C,CABA,Buenos Aires,BA,9518,AR,2025-07-16 23:35:28
672,1668,Calle 2158,Piso 6 Dto B,Villa Carlos Paz,Córdoba,CBA,3379,AR,2023-06-28 04:00:43
673,1669,Calle 787,,Villa Carlos Paz,Córdoba,CBA,3342,AR,2023-06-27 23:51:48
674,1670,Calle 2653,,Rosario,Santa Fe,SF,8877,AR,2025-05-26 15:02:37
675,1671,Calle 9457,,Rosario,Santa Fe,SF,8425,AR,2024-06-17 06:04:01
676,1672,Calle 4577,Piso 11 Dto C,CABA,Buenos Aires,BA,6525,AR,2024-02-19 10:29:26
677,1673,Calle 8994,,La Plata,Buenos Aires,BA,6609,AR,2025-07-20 08:26:28
678,1674,Calle 6989,,La Plata,Buenos Aires,BA,2549,AR,2024-04-22 19:50:08
679,1675,Calle 1971,Piso 9 Dto C,Mendoza,Mendoza,MZA,3069,AR,2024-10-27 00:22:16
680,1676,Calle 9066,,La Plata,Buenos Aires,BA,7513,AR,2025-07-07 15:54:17
681,1677,Calle 3635,Piso 1 Dto A,Mar del Plata,Buenos Aires,BA,9611,AR,2023-12-27 18:26:24
682,1678,Calle 8603,Piso 1 Dto C,Río Cuarto,Córdoba,CBA,9838,AR,2024-04-27 22:48:44
683,1679,Calle 2733,,Río Cuarto,Córdoba,CBA,3713,AR,2024-04-21 11:29:26
684,1680,Calle 2492,Piso 9 Dto C,Rafaela,Santa Fe,SF,4312,AR,2024-07-11 12:18:05
685,1681,Calle 4858,Piso 7 Dto C,La Plata,Buenos Aires,BA,8807,AR,2025-05-02 00:27:33
686,1682,Calle 4916,Piso 1 Dto A,Mar del Plata,Buenos Aires,BA,6105,AR,2024-03-25 06:56:34
687,1683,Calle 9732,Piso 2 Dto A,San Rafael,Mendoza,MZA,3298,AR,2023-12-15 08:56:17
688,1684,Calle 3973,Piso 7 Dto A,CABA,Buenos Aires,BA,7406,AR,2024-03-01 09:24:16
689,1685,Calle 1156,,La Plata,Buenos Aires,BA,7577,AR,2023-11-13 19:20:53
690,1686,Calle 2488,,Río Cuarto,Córdoba,CBA,5513,AR,2024-09-25 16:56:45
691,1687,Calle 8530,,CABA,Buenos Aires,BA,8718,AR,2024-04-30 16:20:29
692,1688,Calle 2046,Piso 9 Dto C,Villa Carlos Paz,Córdoba,CBA,3517,AR,2023-08-23 08:48:14
693,1689,Calle 5594,Piso 5 Dto A,Rafaela,Santa Fe,SF,5185,AR,2023-10-28 06:53:22
694,1690,Calle 9585,Piso 3 Dto C,Villa Carlos Paz,Córdoba,CBA,5769,AR,2024-04-18 22:56:26
695,1691,Calle 9885,,CABA,Buenos Aires,BA,9102,AR,2025-03-07 19:55:22
696,1692,Calle 1724,Piso 5 Dto C,Mar del Plata,Buenos Aires,BA,5123,AR,2025-07-02 21:02:03
697,1693,Calle 4117,,Mar del Plata,Buenos Aires,BA,2656,AR,2025-05-29 06:34:11
698,1694,Calle 3628,Piso 10 Dto B,La Plata,Buenos Aires,BA,2703,AR,2025-06-01 20:48:44
699,1695,Calle 6158,Piso 10 Dto C,Río Cuarto,Córdoba,CBA,1689,AR,2023-10-20 10:59:19
700,1696,Calle 1616,,Río Cuarto,Córdoba,CBA,4909,AR,2024-11-16 07:54:05
701,1697,Calle 9893,,Río Cuarto,Córdoba,CBA,6690,AR,2025-03-19 21:31:34
702,1698,Calle 8565,Piso 1 Dto B,Rafaela,Santa Fe,SF,1420,AR,2024-04-05 14:32:15
703,1699,Calle 5390,Piso 2 Dto B,Córdoba,Córdoba,CBA,1464,AR,2025-04-14 08:08:44
704,1700,Calle 5876,Piso 11 Dto B,Santa Fe,Santa Fe,SF,5074,AR,2024-07-08 17:36:22
705,1701,Calle 5317,Piso 8 Dto C,CABA,Buenos Aires,BA,3631,AR,2024-03-26 06:17:24
706,1702,Calle 5274,Piso 12 Dto B,Río Cuarto,Córdoba,CBA,3818,AR,2025-06-20 11:15:06
707,1703,Calle 5764,,Santa Fe,Santa Fe,SF,6186,AR,2024-08-23 02:21:41
708,1704,Calle 1482,Piso 11 Dto B,Mar del Plata,Buenos Aires,BA,9146,AR,2024-02-19 05:44:46
709,1705,Calle 4337,Piso 12 Dto B,Rosario,Santa Fe,SF,6521,AR,2025-03-16 01:12:53
710,1706,Calle 2762,,Rosario,Santa Fe,SF,4109,AR,2024-08-30 09:18:26
711,1707,Calle 9183,,San Rafael,Mendoza,MZA,7520,AR,2023-08-31 23:04:30
712,1708,Calle 9798,Piso 11 Dto B,CABA,Buenos Aires,BA,3388,AR,2024-10-15 10:13:52
713,1709,Calle 2180,Piso 7 Dto A,La Plata,Buenos Aires,BA,2346,AR,2024-09-20 01:29:31
714,1710,Calle 669,,Godoy Cruz,Mendoza,MZA,5485,AR,2023-06-15 22:44:30
715,1711,Calle 3588,Piso 4 Dto A,Mar del Plata,Buenos Aires,BA,4538,AR,2023-12-17 20:02:10
716,1712,Calle 341,Piso 10 Dto B,CABA,Buenos Aires,BA,7791,AR,2025-09-16 05:12:01
717,1713,Calle 3150,Piso 7 Dto A,Río Cuarto,Córdoba,CBA,7342,AR,2024-06-15 05:08:19
718,1714,Calle 4319,Piso 7 Dto B,Villa Carlos Paz,Córdoba,CBA,4845,AR,2024-09-14 08:13:59
719,1715,Calle 2204,,CABA,Buenos Aires,BA,9819,AR,2023-11-22 00:41:42
720,1716,Calle 7795,,Mar del Plata,Buenos Aires,BA,4732,AR,2024-10-28 03:09:37
721,1717,Calle 9078,Piso 4 Dto B,Río Cuarto,Córdoba,CBA,1871,AR,2025-04-19 22:56:55
722,1718,Calle 9684,,Villa Carlos Paz,Córdoba,CBA,1362,AR,2025-09-21 20:46:28
723,1719,Calle 943,,Mar del Plata,Buenos Aires,BA,2044,AR,2024-11-06 13:26:50
724,1720,Calle 4524,,Mar del Plata,Buenos Aires,BA,9041,AR,2025-03-05 06:30:27
725,1721,Calle 6493,Piso 4 Dto C,Córdoba,Córdoba,CBA,6076,AR,2025-08-19 08:50:47
726,1722,Calle 5416,Piso 4 Dto C,Villa Carlos Paz,Córdoba,CBA,3363,AR,2025-08-21 06:12:58
727,1723,Calle 5153,,San Rafael,Mendoza,MZA,6871,AR,2023-11-07 22:07:11
728,1724,Calle 1043,,Rosario,Santa Fe,SF,4188,AR,2024-05-26 11:55:07
729,1725,Calle 2970,Piso 1 Dto C,Mendoza,Mendoza,MZA,2957,AR,2024-10-02 10:01:55
730,1726,Calle 9405,Piso 12 Dto C,La Plata,Buenos Aires,BA,7677,AR,2024-12-18 07:32:52
731,1727,Calle 5625,Piso 3 Dto A,Córdoba,Córdoba,CBA,6818,AR,2024-02-05 14:21:34
732,1728,Calle 8187,Piso 2 Dto A,Villa Carlos Paz,Córdoba,CBA,7576,AR,2024-03-12 15:10:55
733,1729,Calle 1337,,Mar del Plata,Buenos Aires,BA,9583,AR,2024-06-09 10:16:52
734,1730,Calle 998,Piso 9 Dto A,Mar del Plata,Buenos Aires,BA,2564,AR,2024-01-22 18:37:27
735,1731,Calle 207,Piso 1 Dto B,Mar del Plata,Buenos Aires,BA,6017,AR,2023-06-17 22:59:57
736,1732,Calle 9231,,Rafaela,Santa Fe,SF,4088,AR,2025-06-17 22:17:34
737,1733,Calle 5657,,CABA,Buenos Aires,BA,7130,AR,2024-02-04 20:21:52
738,1734,Calle 2909,Piso 9 Dto A,Rafaela,Santa Fe,SF,1497,AR,2023-07-05 05:36:35
739,1735,Calle 5107,Piso 5 Dto A,Mendoza,Mendoza,MZA,3955,AR,2025-07-19 10:39:55
740,1736,Calle 8154,,CABA,Buenos Aires,BA,6527,AR,2025-04-11 07:13:03
741,1737,Calle 6371,,San Rafael,Mendoza,MZA,6543,AR,2024-05-22 11:49:40
742,1738,Calle 8041,,CABA,Buenos Aires,BA,6870,AR,2023-08-05 01:40:04
743,1739,Calle 9686,,Godoy Cruz,Mendoza,MZA,6251,AR,2025-08-02 04:33:59
744,1740,Calle 8716,,Río Cuarto,Córdoba,CBA,5629,AR,2024-09-14 14:15:42
745,1741,Calle 4800,Piso 11 Dto B,CABA,Buenos Aires,BA,8129,AR,2024-12-11 18:04:29
746,1742,Calle 8049,Piso 2 Dto B,CABA,Buenos Aires,BA,7370,AR,2024-08-23 04:41:18
747,1743,Calle 904,,La Plata,Buenos Aires,BA,2461,AR,2024-08-25 02:15:25
748,1744,Calle 9360,Piso 9 Dto A,Rafaela,Santa Fe,SF,1785,AR,2025-08-12 23:51:16
749,1745,Calle 6307,,La Plata,Buenos Aires,BA,8107,AR,2025-07-03 17:35:14
750,1746,Calle 8336,,CABA,Buenos Aires,BA,4514,AR,2023-10-06 05:57:57
751,1747,Calle 3631,,CABA,Buenos Aires,BA,4335,AR,2025-06-13 09:11:53
752,1748,Calle 256,,Mar del Plata,Buenos Aires,BA,2905,AR,2024-07-30 04:27:02
753,1749,Calle 5420,,CABA,Buenos Aires,BA,7091,AR,2025-01-19 10:06:28
754,1750,Calle 9810,Piso 4 Dto C,CABA,Buenos Aires,BA,7927,AR,2024-08-29 03:54:58
755,1751,Calle 4467,,Mar del Plata,Buenos Aires,BA,7813,AR,2025-02-06 13:36:41
756,1752,Calle 7999,,CABA,Buenos Aires,BA,7479,AR,2023-07-09 22:23:33
757,1753,Calle 2112,,Villa Carlos Paz,Córdoba,CBA,2155,AR,2023-10-30 16:24:34
758,1754,Calle 1090,Piso 3 Dto C,La Plata,Buenos Aires,BA,3742,AR,2024-06-07 10:58:54
759,1755,Calle 6525,Piso 5 Dto C,San Rafael,Mendoza,MZA,5664,AR,2024-06-15 05:23:47
760,1756,Calle 6471,Piso 4 Dto A,CABA,Buenos Aires,BA,4289,AR,2023-11-19 11:11:30
761,1757,Calle 7684,,CABA,Buenos Aires,BA,4746,AR,2023-07-04 01:54:28
762,1758,Calle 1370,,Rosario,Santa Fe,SF,8142,AR,2024-12-02 04:13:30
763,1759,Calle 7243,,CABA,Buenos Aires,BA,4447,AR,2024-09-10 20:57:56
764,1760,Calle 2503,,CABA,Buenos Aires,BA,6736,AR,2025-04-22 17:55:45
765,1761,Calle 925,,Mar del Plata,Buenos Aires,BA,5780,AR,2025-06-29 09:55:58
766,1762,Calle 3185,Piso 6 Dto C,CABA,Buenos Aires,BA,1414,AR,2025-03-20 08:10:02
767,1763,Calle 9858,,CABA,Buenos Aires,BA,3348,AR,2025-09-01 22:14:13
768,1764,Calle 1825,Piso 11 Dto A,Mendoza,Mendoza,MZA,9487,AR,2025-08-12 23:10:11
769,1765,Calle 2784,Piso 12 Dto B,Mar del Plata,Buenos Aires,BA,1629,AR,2023-12-14 21:33:48
770,1766,Calle 3829,,San Rafael,Mendoza,MZA,1957,AR,2024-12-28 00:03:49
771,1767,Calle 3679,,Rosario,Santa Fe,SF,1324,AR,2025-05-15 02:31:55
772,1768,Calle 6326,Piso 5 Dto C,San Rafael,Mendoza,MZA,8367,AR,2024-05-09 04:56:39
773,1769,Calle 4097,Piso 6 Dto C,Río Cuarto,Córdoba,CBA,8850,AR,2023-12-29 21:23:43
774,1770,Calle 3668,,La Plata,Buenos Aires,BA,7364,AR,2024-06-08 13:31:09
775,1771,Calle 344,,Santa Fe,Santa Fe,SF,1697,AR,2025-04-19 11:30:37
776,1772,Calle 3719,Piso 7 Dto A,Mar del Plata,Buenos Aires,BA,4409,AR,2025-01-25 09:02:08
777,1773,Calle 7547,Piso 12 Dto B,La Plata,Buenos Aires,BA,7364,AR,2025-04-25 01:10:19
778,1774,Calle 6536,,La Plata,Buenos Aires,BA,5030,AR,2024-04-07 00:49:45
779,1775,Calle 3189,Piso 12 Dto C,Río Cuarto,Córdoba,CBA,8591,AR,2025-09-03 14:34:58
780,1776,Calle 6141,,Santa Fe,Santa Fe,SF,7436,AR,2023-12-11 13:13:11
781,1777,Calle 7411,Piso 5 Dto C,Mar del Plata,Buenos Aires,BA,1833,AR,2024-03-10 18:32:03
782,1778,Calle 2568,Piso 11 Dto B,Mar del Plata,Buenos Aires,BA,3954,AR,2025-03-24 03:30:15
783,1779,Calle 6324,,CABA,Buenos Aires,BA,5478,AR,2025-09-27 03:43:56
784,1780,Calle 6585,,Rafaela,Santa Fe,SF,7738,AR,2024-09-08 15:37:41
785,1781,Calle 2140,,Mar del Plata,Buenos Aires,BA,2590,AR,2023-08-15 12:45:42
786,1782,Calle 865,Piso 6 Dto A,CABA,Buenos Aires,BA,6844,AR,2024-03-16 08:39:07
787,1783,Calle 5040,Piso 2 Dto B,Córdoba,Córdoba,CBA,8317,AR,2025-05-13 00:32:22
788,1784,Calle 4748,,CABA,Buenos Aires,BA,3490,AR,2024-01-14 14:39:09
789,1785,Calle 6713,Piso 3 Dto C,Mar del Plata,Buenos Aires,BA,5607,AR,2024-05-27 09:55:31
790,1786,Calle 2403,,San Rafael,Mendoza,MZA,3221,AR,2024-12-17 18:48:48
791,1787,Calle 2793,Piso 1 Dto C,La Plata,Buenos Aires,BA,8224,AR,2024-02-12 11:15:01
792,1788,Calle 8058,Piso 11 Dto C,CABA,Buenos Aires,BA,6566,AR,2023-09-15 01:25:17
793,1789,Calle 2904,Piso 3 Dto C,Rosario,Santa Fe,SF,7449,AR,2023-12-24 05:14:31
794,1790,Calle 3230,Piso 11 Dto B,Mar del Plata,Buenos Aires,BA,2361,AR,2024-11-07 00:36:58
795,1791,Calle 262,Piso 10 Dto C,Villa Carlos Paz,Córdoba,CBA,3769,AR,2024-11-23 08:14:18
796,1792,Calle 8412,,Rosario,Santa Fe,SF,9021,AR,2024-09-11 21:03:32
797,1793,Calle 3913,Piso 12 Dto B,Mendoza,Mendoza,MZA,8355,AR,2025-03-08 13:32:01
798,1794,Calle 7506,Piso 11 Dto A,La Plata,Buenos Aires,BA,1514,AR,2023-11-24 22:58:46
799,1795,Calle 175,,Rafaela,Santa Fe,SF,5959,AR,2024-12-17 08:26:52
800,1796,Calle 6227,Piso 7 Dto A,La Plata,Buenos Aires,BA,7146,AR,2024-10-08 09:22:35
801,1797,Calle 6956,Piso 7 Dto C,Mar del Plata,Buenos Aires,BA,3168,AR,2024-10-24 20:43:44
802,1798,Calle 3161,Piso 8 Dto B,Río Cuarto,Córdoba,CBA,2364,AR,2025-04-03 20:31:35
803,1799,Calle 5221,,Mendoza,Mendoza,MZA,3105,AR,2023-10-19 07:05:55
804,1800,Calle 6118,,CABA,Buenos Aires,BA,2431,AR,2023-08-31 03:32:46
805,1801,Calle 5590,,CABA,Buenos Aires,BA,8549,AR,2024-10-01 00:52:11
806,1802,Calle 1999,,Rosario,Santa Fe,SF,4268,AR,2023-09-09 01:42:00
807,1803,Calle 1501,,Mar del Plata,Buenos Aires,BA,4444,AR,2023-07-22 16:05:02
808,1804,Calle 5250,,Villa Carlos Paz,Córdoba,CBA,8799,AR,2024-03-07 11:52:04
809,1805,Calle 9920,Piso 12 Dto A,Villa Carlos Paz,Córdoba,CBA,5719,AR,2023-08-09 04:10:29
810,1806,Calle 104,,Mar del Plata,Buenos Aires,BA,5313,AR,2023-12-15 12:42:40
811,1807,Calle 3103,,Rafaela,Santa Fe,SF,4083,AR,2024-02-20 13:39:24
812,1808,Calle 2662,Piso 7 Dto C,Rosario,Santa Fe,SF,7754,AR,2025-07-01 01:26:49
813,1809,Calle 6989,,Córdoba,Córdoba,CBA,9692,AR,2023-05-16 20:20:51
814,1810,Calle 4124,,Río Cuarto,Córdoba,CBA,2009,AR,2023-08-11 12:43:08
815,1811,Calle 990,,Mar del Plata,Buenos Aires,BA,8306,AR,2023-05-24 15:21:10
816,1812,Calle 1446,Piso 6 Dto C,San Rafael,Mendoza,MZA,2079,AR,2024-06-16 16:22:18
817,1813,Calle 7386,Piso 6 Dto C,Villa Carlos Paz,Córdoba,CBA,7069,AR,2025-06-20 05:58:38
818,1814,Calle 5136,,La Plata,Buenos Aires,BA,4737,AR,2024-01-25 22:40:28
819,1815,Calle 6714,Piso 8 Dto B,La Plata,Buenos Aires,BA,7606,AR,2025-04-25 05:09:00
820,1816,Calle 7409,Piso 3 Dto A,Santa Fe,Santa Fe,SF,7874,AR,2023-06-13 00:40:25
821,1817,Calle 6250,Piso 11 Dto A,Santa Fe,Santa Fe,SF,6991,AR,2023-05-27 16:05:59
822,1818,Calle 2831,,Mar del Plata,Buenos Aires,BA,4555,AR,2023-09-30 08:07:22
823,1819,Calle 2456,,La Plata,Buenos Aires,BA,1355,AR,2025-06-16 13:31:27
824,1820,Calle 9001,,La Plata,Buenos Aires,BA,8971,AR,2025-06-19 09:10:19
825,1821,Calle 7985,Piso 11 Dto A,CABA,Buenos Aires,BA,2736,AR,2023-08-17 22:26:21
826,1822,Calle 7811,,San Rafael,Mendoza,MZA,4852,AR,2025-07-19 20:52:30
827,1823,Calle 6822,Piso 8 Dto A,Mendoza,Mendoza,MZA,3598,AR,2024-10-12 23:11:46
828,1824,Calle 7029,,Río Cuarto,Córdoba,CBA,9677,AR,2024-07-16 21:53:11
829,1825,Calle 2100,Piso 6 Dto C,La Plata,Buenos Aires,BA,2034,AR,2023-06-02 12:16:07
830,1826,Calle 4033,,La Plata,Buenos Aires,BA,6120,AR,2025-05-14 17:33:48
831,1827,Calle 5583,,Rafaela,Santa Fe,SF,3082,AR,2024-09-16 22:47:40
832,1828,Calle 3751,,Rafaela,Santa Fe,SF,5081,AR,2025-06-02 23:52:40
833,1829,Calle 5136,Piso 9 Dto A,Córdoba,Córdoba,CBA,3430,AR,2024-09-16 16:09:54
834,1830,Calle 7581,Piso 10 Dto C,La Plata,Buenos Aires,BA,2096,AR,2025-04-03 06:00:45
835,1831,Calle 4526,Piso 12 Dto A,CABA,Buenos Aires,BA,1967,AR,2025-05-10 22:33:57
836,1832,Calle 51,Piso 6 Dto B,Mar del Plata,Buenos Aires,BA,3394,AR,2024-07-02 17:08:20
837,1833,Calle 5148,,Godoy Cruz,Mendoza,MZA,4083,AR,2023-11-08 23:26:10
838,1834,Calle 3194,Piso 9 Dto C,CABA,Buenos Aires,BA,5066,AR,2024-12-10 02:37:41
839,1835,Calle 4886,,CABA,Buenos Aires,BA,5851,AR,2023-06-14 06:38:40
840,1836,Calle 6905,Piso 2 Dto B,Mar del Plata,Buenos Aires,BA,3418,AR,2025-03-29 21:37:38
841,1837,Calle 2572,Piso 10 Dto B,Río Cuarto,Córdoba,CBA,2765,AR,2024-07-03 22:45:35
842,1838,Calle 9938,,CABA,Buenos Aires,BA,3105,AR,2024-09-18 10:59:41
843,1839,Calle 859,Piso 6 Dto C,Mendoza,Mendoza,MZA,7042,AR,2023-12-12 04:55:44
844,1840,Calle 6145,Piso 9 Dto A,Mar del Plata,Buenos Aires,BA,6306,AR,2025-01-09 10:42:51
845,1841,Calle 566,Piso 11 Dto B,Mar del Plata,Buenos Aires,BA,1645,AR,2025-07-08 21:52:15
846,1842,Calle 2161,,Mar del Plata,Buenos Aires,BA,3292,AR,2023-12-27 10:56:11
847,1843,Calle 3851,Piso 2 Dto B,CABA,Buenos Aires,BA,6540,AR,2023-09-09 01:48:59
848,1844,Calle 8069,,CABA,Buenos Aires,BA,9596,AR,2025-02-10 18:45:42
849,1845,Calle 2540,,Villa Carlos Paz,Córdoba,CBA,8348,AR,2024-01-08 02:12:13
850,1846,Calle 3726,,La Plata,Buenos Aires,BA,1859,AR,2024-04-20 07:59:24
851,1847,Calle 3589,,CABA,Buenos Aires,BA,9201,AR,2024-09-13 06:17:43
852,1848,Calle 6485,Piso 1 Dto C,Mar del Plata,Buenos Aires,BA,9064,AR,2023-06-11 12:37:59
853,1849,Calle 6799,,Río Cuarto,Córdoba,CBA,4278,AR,2023-06-30 22:23:08
854,1850,Calle 8053,,Mar del Plata,Buenos Aires,BA,7031,AR,2025-07-04 22:26:12
855,1851,Calle 6508,,Rosario,Santa Fe,SF,5610,AR,2024-06-21 16:01:39
856,1852,Calle 6364,Piso 3 Dto A,Río Cuarto,Córdoba,CBA,6480,AR,2024-03-05 02:55:31
857,1853,Calle 6433,Piso 2 Dto C,La Plata,Buenos Aires,BA,8399,AR,2023-06-19 18:23:36
858,1854,Calle 8386,,Mar del Plata,Buenos Aires,BA,2846,AR,2023-07-09 17:12:02
859,1855,Calle 3369,Piso 4 Dto C,CABA,Buenos Aires,BA,4511,AR,2024-08-19 06:28:33
860,1856,Calle 3766,,CABA,Buenos Aires,BA,9373,AR,2023-06-11 23:47:43
861,1857,Calle 2965,Piso 6 Dto A,CABA,Buenos Aires,BA,7366,AR,2024-09-25 12:49:13
862,1858,Calle 9861,Piso 3 Dto B,La Plata,Buenos Aires,BA,5675,AR,2024-05-26 01:26:21
863,1859,Calle 5,,CABA,Buenos Aires,BA,1183,AR,2024-07-05 00:05:04
864,1860,Calle 7292,,Godoy Cruz,Mendoza,MZA,2593,AR,2023-07-28 04:02:07
865,1861,Calle 3126,Piso 7 Dto C,Mar del Plata,Buenos Aires,BA,2246,AR,2024-07-13 22:21:42
866,1862,Calle 4874,Piso 1 Dto A,CABA,Buenos Aires,BA,3323,AR,2024-06-17 03:07:20
867,1863,Calle 1972,,CABA,Buenos Aires,BA,8807,AR,2024-02-01 04:51:44
868,1864,Calle 3848,Piso 8 Dto C,CABA,Buenos Aires,BA,5424,AR,2023-06-10 01:03:30
869,1865,Calle 1037,,Villa Carlos Paz,Córdoba,CBA,4530,AR,2023-08-15 05:15:27
870,1866,Calle 490,Piso 1 Dto B,La Plata,Buenos Aires,BA,8630,AR,2025-02-04 16:17:26
871,1867,Calle 9450,,CABA,Buenos Aires,BA,5601,AR,2024-07-16 09:38:18
872,1868,Calle 4380,Piso 1 Dto C,Córdoba,Córdoba,CBA,4081,AR,2024-05-04 18:40:05
873,1869,Calle 723,Piso 10 Dto B,Córdoba,Córdoba,CBA,4793,AR,2023-07-18 11:16:04
874,1870,Calle 9799,Piso 6 Dto B,CABA,Buenos Aires,BA,9922,AR,2024-01-15 14:26:16
875,1871,Calle 9028,Piso 9 Dto A,La Plata,Buenos Aires,BA,6681,AR,2025-01-27 06:07:16
876,1872,Calle 6097,Piso 8 Dto B,La Plata,Buenos Aires,BA,3418,AR,2025-06-12 04:41:39
877,1873,Calle 5904,Piso 7 Dto A,Villa Carlos Paz,Córdoba,CBA,3255,AR,2024-10-03 23:50:06
878,1874,Calle 7645,,San Rafael,Mendoza,MZA,1700,AR,2024-10-20 12:53:03
879,1875,Calle 2377,,Mar del Plata,Buenos Aires,BA,3285,AR,2024-03-20 17:15:24
880,1876,Calle 1340,,Santa Fe,Santa Fe,SF,9512,AR,2023-10-14 06:30:55
881,1877,Calle 9019,,Villa Carlos Paz,Córdoba,CBA,6486,AR,2025-06-03 21:57:07
882,1878,Calle 6117,Piso 9 Dto B,Mar del Plata,Buenos Aires,BA,4589,AR,2024-11-01 11:14:15
883,1879,Calle 1744,Piso 4 Dto C,Río Cuarto,Córdoba,CBA,3551,AR,2024-02-22 13:29:36
884,1880,Calle 1767,,Río Cuarto,Córdoba,CBA,6022,AR,2024-05-15 16:12:02
885,1881,Calle 3429,,Santa Fe,Santa Fe,SF,4129,AR,2023-06-11 12:21:10
886,1882,Calle 1984,,La Plata,Buenos Aires,BA,2098,AR,2024-06-02 16:42:02
887,1883,Calle 6913,Piso 6 Dto C,CABA,Buenos Aires,BA,1173,AR,2024-08-14 08:50:39
888,1884,Calle 3416,Piso 5 Dto B,La Plata,Buenos Aires,BA,1686,AR,2025-06-07 06:14:21
889,1885,Calle 5237,Piso 6 Dto A,Godoy Cruz,Mendoza,MZA,8759,AR,2024-12-22 03:26:00
890,1886,Calle 6926,Piso 12 Dto C,Rosario,Santa Fe,SF,9033,AR,2023-06-17 10:51:59
891,1887,Calle 1423,,La Plata,Buenos Aires,BA,2359,AR,2024-05-21 04:47:03
892,1888,Calle 1541,Piso 8 Dto B,Río Cuarto,Córdoba,CBA,4954,AR,2025-05-04 00:00:28
893,1889,Calle 9055,,La Plata,Buenos Aires,BA,7727,AR,2023-09-30 12:07:58
894,1890,Calle 9723,Piso 11 Dto A,CABA,Buenos Aires,BA,2132,AR,2025-06-23 22:37:25
895,1891,Calle 9258,,La Plata,Buenos Aires,BA,5148,AR,2023-11-04 19:00:07
896,1892,Calle 2850,,Villa Carlos Paz,Córdoba,CBA,1652,AR,2024-07-29 22:40:15
897,1893,Calle 1797,,Villa Carlos Paz,Córdoba,CBA,4262,AR,2025-05-23 23:42:46
898,1894,Calle 6346,,CABA,Buenos Aires,BA,7172,AR,2023-07-13 03:45:59
899,1895,Calle 5572,Piso 11 Dto C,CABA,Buenos Aires,BA,4747,AR,2025-03-26 18:21:55
900,1896,Calle 1664,,Rosario,Santa Fe,SF,1387,AR,2025-03-16 13:27:03
901,1897,Calle 7045,Piso 1 Dto C,Mar del Plata,Buenos Aires,BA,9904,AR,2023-10-18 04:11:57
902,1898,Calle 4570,Piso 7 Dto C,CABA,Buenos Aires,BA,2096,AR,2023-08-15 05:54:46
903,1899,Calle 5860,,Mar del Plata,Buenos Aires,BA,3253,AR,2023-11-09 23:36:45
904,1900,Calle 9346,,CABA,Buenos Aires,BA,8308,AR,2025-08-31 01:19:53
905,1901,Calle 7830,,La Plata,Buenos Aires,BA,7770,AR,2023-11-01 23:11:40
906,1902,Calle 3317,,Córdoba,Córdoba,CBA,7401,AR,2023-05-23 09:19:42
907,1903,Calle 200,Piso 2 Dto C,Mar del Plata,Buenos Aires,BA,9692,AR,2023-05-19 18:13:52
908,1904,Calle 5236,,CABA,Buenos Aires,BA,4091,AR,2025-05-12 12:19:08
909,1905,Calle 1623,,CABA,Buenos Aires,BA,3393,AR,2023-11-19 05:14:49
910,1906,Calle 1115,,Rosario,Santa Fe,SF,3698,AR,2024-05-23 19:21:21
911,1907,Calle 5927,Piso 4 Dto B,Villa Carlos Paz,Córdoba,CBA,1977,AR,2025-03-06 21:19:09
912,1908,Calle 6466,Piso 1 Dto A,La Plata,Buenos Aires,BA,7402,AR,2025-04-03 18:48:57
